subject	story	timeTest	serialPos	origText	recalled	posRec	recText	Observations
1	4	1	28	Mr. Johnston laughs.	0	NaN		
1	4	1	29	“Yep.  All the cats come to visit me at noon.  	0	NaN		
1	4	1	30	They used to tear up my garbage, 	0	NaN		
1	4	1	31	so now I just put the fish heads on the ground for them. 	0	NaN		
1	4	1	32	Is that your cat?” 	1	8	Which one is yours he asks 	
1	4	1	33	Susie ignores me.  	1	10	Suzie pays no attention to me 	
1	4	1	34	The fish head is more interesting at the moment. 	1	11	she is busy with the fish head at the moment. 	
1	4	1	35	“Yes, that’s my Susie,” I say. 	0	NaN		
1	4	1	36	“She’s here every day,” says Mr. Johnston 	1	9	Yup she is here everyday he says	
1	4	1	37	before walking back inside the store. 	0	NaN		
1	4	1	38	I wait until Susie finishes her fish head, 	0	NaN		
1	4	1	39	and we walk home together.	1	12	we walk home together	
1	4	2	1	At breakfast, 	1	1	At  breakfast 	
1	4	2	2	my cat Susie	1	2	my cat Susie 	
1	4	2	3	sits on the deck of the pool	0	NaN		
1	4	2	4	outside the glass doors to the kitchen.  	1	5	the sliding glass door that leads into the kitchen	
1	4	2	5	Bang, bang.  	1	3	Bang bang 	
1	4	2	6	She hits the door with her paw.	1	4	is the sound of her paws hitting 	
1	4	2	7	This means “Ryan, feed me” in Susie’s special language.  	0	NaN		
1	4	2	8	I get up from my chair and feed her. 	0	NaN		
1	4	2	9	I know this, because I know everything about her	1	6	I like to think I know everything about Susie	
1	4	2	10	or at least I think I do. 	0	NaN		
1	4	2	11	For the life of me, I do not know where Susie goes at noon.	0	NaN		
1	4	2	12	At eleven-thirty Saturday morning, 	1	7	On Saturday at eleven-thirty	changed 1130 to eleven-thirty
1	4	2	13	I notice Susie is not at home. 	1	8	I notice Susie is gone	
1	4	2	14	Where did she go? 	0	NaN		
1	4	2	15	Then I spot her trotting down the street towards town. 	0	NaN		
1	4	2	16	I quickly follow. 	1	9	I quickly follow	
1	4	2	17	Susie has turned the corner and is walking down the block towards the traffic light. 	0	NaN		
1	4	2	18	She passes the corner store and walks behind the small strip mall, 	1	10	I follow her down the road towards the traffic light and go past the corner store and head towards the strip mall	
1	4	2	19	I start thinking that I know where she is going.	1	11	I start to think I know where she is going. 	
1	4	2	20	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	1	12	Mr. Johnson has a fish market at the end of the mall. 	
1	4	2	21	I see that Susie has joined several of her cat colleagues.  	1	14	I see Susie has been joined by her cat colleagues	
1	4	2	22	Mr. Johnston comes out of the back door, carrying several black trash bags.  	0	NaN		
1	4	2	23	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	1	13	As we get close I watch him put two large trash bags into the dumpster and pull out a small clear bag full of fish heads	
1	4	2	24	He scatters these on the ground and watches the cats pounce on them.  	0	NaN		
1	4	2	25	He spies me lurking by the corner of the strip mall.	1	15	Mr Johnson sees me 	
1	4	2	26	“Hi Ryan,” he calls in his thick Brooklyn accent. 	0	NaN		
1	4	2	27	“So this is where Susie comes at noon,” I say, walking towards him. 	0	NaN		
1	4	2	28	Mr. Johnston laughs.	0	NaN		
1	4	2	29	“Yep.  All the cats come to visit me at noon.  	0	NaN		
1	4	2	30	They used to tear up my garbage, 	0	NaN		
1	4	2	31	so now I just put the fish heads on the ground for them. 	0	NaN		
1	4	2	32	Is that your cat?” 	0	NaN		
1	4	2	33	Susie ignores me.  	0	NaN		
1	4	2	34	The fish head is more interesting at the moment. 	0	NaN		
1	4	2	35	“Yes, that’s my Susie,” I say. 	0	NaN		
1	4	2	36	“She’s here every day,” says Mr. Johnston 	0	NaN		
1	4	2	37	before walking back inside the store. 	0	NaN		
1	4	2	38	I wait until Susie finishes her fish head, 	0	NaN		
1	4	2	39	and we walk home together.	0	NaN		
1	4	3	1	At breakfast, 	1	3	for breakfast 	
1	4	3	2	my cat Susie	1	1	a cat named Susie 	
1	4	3	3	sits on the deck of the pool	0	NaN		
1	4	3	4	outside the glass doors to the kitchen.  	0	NaN		Miscounted in orig data excluded here
1	4	3	5	Bang, bang.  	0	NaN		
1	4	3	6	She hits the door with her paw.	1	2	she pawed at the glass door to be let in 	
1	4	3	7	This means “Ryan, feed me” in Susie’s special language.  	0	NaN		
1	4	3	8	I get up from my chair and feed her. 	0	NaN		
1	4	3	9	I know this, because I know everything about her	1	4	The guy knew everything about Susie 	
1	4	3	10	or at least I think I do. 	0	NaN		
1	4	3	11	For the life of me, I do not know where Susie goes at noon.	0	NaN		
1	4	3	12	At eleven-thirty Saturday morning, 	0	NaN		
1	4	3	13	I notice Susie is not at home. 	1	5	 One Saturday he noticed Susie was missing 	
1	4	3	14	Where did she go? 	0	NaN		
1	4	3	15	Then I spot her trotting down the street towards town. 	0	NaN		
1	4	3	16	I quickly follow. 	0	NaN		
1	4	3	17	Susie has turned the corner and is walking down the block towards the traffic light. 	0	NaN		
1	4	3	18	She passes the corner store and walks behind the small strip mall, 	0	NaN		
1	4	3	19	I start thinking that I know where she is going.	1	6	He started to realize where she was going	
1	4	3	20	Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  	0	NaN		
1	4	3	21	I see that Susie has joined several of her cat colleagues.  	1	7	Susie was joined by her cat colleagues. 	
1	4	3	22	Mr. Johnston comes out of the back door, carrying several black trash bags.  	0	NaN		
1	4	3	23	He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  	1	8	the fish-man was discarding of the excess fish. He pulled out a clear bag full of fish heads 	
1	4	3	24	He scatters these on the ground and watches the cats pounce on them.  	1	9	through them down to the cats	
1	4	3	25	He spies me lurking by the corner of the strip mall.	1	10	The man saw me watching the cats 	
1	4	3	26	“Hi Ryan,” he calls in his thick Brooklyn accent. 	0	NaN		
1	4	3	27	“So this is where Susie comes at noon,” I say, walking towards him. 	0	NaN		
1	4	3	28	Mr. Johnston laughs.	0	NaN		
1	4	3	29	“Yep.  All the cats come to visit me at noon.  	0	NaN		
1	4	3	30	They used to tear up my garbage, 	0	NaN		
1	4	3	31	so now I just put the fish heads on the ground for them. 	0	NaN		
1	4	3	32	Is that your cat?” 	1	11	“Which ones yours?” 	
1	4	3	33	Susie ignores me.  	1	13	Susie was too busy	
1	4	3	34	The fish head is more interesting at the moment. 	1	14	with the fish head 	
1	4	3	35	“Yes, that’s my Susie,” I say. 	0	NaN		
1	4	3	36	“She’s here every day,” says Mr. Johnston 	1	12	the man said yup she is here everyday. 	
1	4	3	37	before walking back inside the store. 	0	NaN		
1	4	3	38	I wait until Susie finishes her fish head, 	0	NaN		
1	4	3	39	and we walk home together.	1	16	we walked home together	
1	5	1	1	You can say all you want about the thick fogs in England, 	1	1	You can say all you want about London Fog 	
1	5	1	2	but I'm telling you now, 	0	NaN		
1	5	1	3	sure as I'm standing here, 	0	NaN		
1	5	1	4	that England's fogs don't hold a candle to the thick fogs that roll in 	1	2	but it doesn’t hold a candle to the fog 	
1	5	1	5	over the Bay of Fundy 	1	4	in the bay of fundy. 	
1	5	1	6	here in Maine.	1	3	here in Maine 	
1	5	1	7	The fog here gets so thick you can drive a nail into it 	1	5	You can nail something to it and it will stay 	
1	5	1	8	and hang your hat on it. 	0	NaN		
1	5	1	9	It's the honest truth. 	1	6	that’s the honest truth.	
1	5	1	10	My neighbor Dave 	0	NaN		
1	5	1	11	works a fishing boat, 	1	7	is a fisherman 	
1	5	1	12	but he can't do any work when a Maine fog comes rolling into the bay. 	1	8	He knows when the fog comes in he can't work 	
1	5	1	13	He always saves up his chores for a foggy day. 	1	9	so he saves all his chores for that day	
1	5	1	14	One day, the fog came rolling in overnight,	1	10	One night the fog came in overnight 	
1	5	1	15	and Dave knew there was no way he could go fishing that day. 	0	NaN		
1	5	1	16	He instead decided that his roof needs shingling, 	1	11	so he thought perfect I can shingle the roof. 	
1	5	1	17	so he got started at the shingling right after breakfast	0	NaN		
1	5	1	18	and didn't come down until dinner. 	0	NaN		
1	5	1	19	"Sarah, we sure do have a mighty long house," he told his wife 	0	NaN		
1	5	1	20	over supper. 	0	NaN		
1	5	1	21	"It took me all day to shingle." 	0	NaN		
1	5	1	22	Well, Sarah knew right enough that they lived in a small house, 	1	12	His wife knew they had a small roof 	
1	5	1	23	so she went outside to take a look. 	1	13	went outside to see what he had done. 	
1	5	1	24	To her surprise, 	0	NaN		
1	5	1	25	she discovered that Dave had shingled right past the edge of the roof 	1	14	He had nailed shingles all the way past the edge of the roof 	
1	5	1	26	and out onto the fog!	1	15	and into the fog!	
1	5	2	1	You can say all you want about the thick fogs in England, 	1	1	You can say all you want about the thick fogs in London 	
1	5	2	2	but I'm telling you now, 	1	2	but i'm telling you 	
1	5	2	3	sure as I'm standing here, 	1	3	as sure as i'm standing here 	
1	5	2	4	that England's fogs don't hold a candle to the thick fogs that roll in 	1	4	that they don’t hold a candle to the thick fogs that come rolling in 	
1	5	2	5	over the Bay of Fundy 	1	5	over the Bay of fundy 	
1	5	2	6	here in Maine.	1	6	here in maine	
1	5	2	7	The fog here gets so thick you can drive a nail into it 	1	7	You can hammer a nail 	
1	5	2	8	and hang your hat on it. 	1	8	hang a hat on it	
1	5	2	9	It's the honest truth. 	1	9	it’s the honest truth	
1	5	2	10	My neighbor Dave 	0	NaN		
1	5	2	11	works a fishing boat, 	1	10	works on a fishing boat 	
1	5	2	12	but he can't do any work when a Maine fog comes rolling into the bay. 	1	11	He knows when a maine fog comes he will not be doing any work 	
1	5	2	13	He always saves up his chores for a foggy day. 	1	12	so he always saves up all his chores for that day	
1	5	2	14	One day, the fog came rolling in overnight,	1	13	Overnight a maine fog came in 	
1	5	2	15	and Dave knew there was no way he could go fishing that day. 	1	14	dave knew he wouldn’t be working. 	
1	5	2	16	He instead decided that his roof needs shingling, 	1	15	He decided his roof needed shingling. 	
1	5	2	17	so he got started at the shingling right after breakfast	1	16	He went up there straight after breakfast 	
1	5	2	18	and didn't come down until dinner. 	0	NaN		
1	5	2	19	"Sarah, we sure do have a mighty long house," he told his wife 	1	17	That night he told his wife sarah “wow we have such a long roof.” 	
1	5	2	20	over supper. 	0	NaN		
1	5	2	21	"It took me all day to shingle." 	0	NaN		
1	5	2	22	Well, Sarah knew right enough that they lived in a small house, 	1	18	Sarah knew that they had a small roof 	
1	5	2	23	so she went outside to take a look. 	1	19	went outside to check 	
1	5	2	24	To her surprise, 	0	NaN		
1	5	2	25	she discovered that Dave had shingled right past the edge of the roof 	1	20	sure enough he had shingled past the roof 	
1	5	2	26	and out onto the fog!	1	21	straight into the fog.	
1	5	3	1	You can say all you want about the thick fogs in England, 	1	1	The London fog 	
1	5	3	2	but I'm telling you now, 	0	NaN		
1	5	3	3	sure as I'm standing here, 	0	NaN		
1	5	3	4	that England's fogs don't hold a candle to the thick fogs that roll in 	1	2	doesn’t hold a candle to the fog that comes 	
1	5	3	5	over the Bay of Fundy 	1	3	over the Bay of fundy 	
1	5	3	6	here in Maine.	1	4	in maine	
1	5	3	7	The fog here gets so thick you can drive a nail into it 	1	5	It is so thick you could hammer a nail in it 	
1	5	3	8	and hang your hat on it. 	1	6	a hang a hat on it. 	
1	5	3	9	It's the honest truth. 	0	NaN		
1	5	3	10	My neighbor Dave 	0	NaN		
1	5	3	11	works a fishing boat, 	1	7	There was a fisherman 	
1	5	3	12	but he can't do any work when a Maine fog comes rolling into the bay. 	1	8	When the fog was coming he knew he couldn’t fish 	
1	5	3	13	He always saves up his chores for a foggy day. 	1	9	so he saved all his chores for that day. 	
1	5	3	14	One day, the fog came rolling in overnight,	0	NaN		
1	5	3	15	and Dave knew there was no way he could go fishing that day. 	0	NaN		
1	5	3	16	He instead decided that his roof needs shingling, 	1	10	he decided to redo the roof. 	
1	5	3	17	so he got started at the shingling right after breakfast	1	11	He went out after breakfast 	
1	5	3	18	and didn't come down until dinner. 	1	12	stayed long after dinner	
1	5	3	19	"Sarah, we sure do have a mighty long house," he told his wife 	0	NaN		
1	5	3	20	over supper. 	0	NaN		
1	5	3	21	"It took me all day to shingle." 	0	NaN		
1	5	3	22	Well, Sarah knew right enough that they lived in a small house, 	1	13	She knew that they had a small roof 	
1	5	3	23	so she went outside to take a look. 	1	14	went outside to check	
1	5	3	24	To her surprise, 	0	NaN		
1	5	3	25	she discovered that Dave had shingled right past the edge of the roof 	0	NaN		
1	5	3	26	and out onto the fog!	1	15	all the way into the fog!!	
1	6	1	1	It was a hot, sunny day 	1	1	It was a hot sunny day 	
1	6	1	2	and Kaylie and Rachel 	1	2	and kaylie and Rachel 	
1	6	1	3	decided to take advantage of their off day 	1	3	decided to take advantage of their day off 	
1	6	1	4	and take a trip to the beach. 	1	4	by going to the beach. 	
1	6	1	5	The sun was an optimistic yellow pellet, 	1	5	The sun was a;optimistic pellet 	
1	6	1	6	blistering in the sky as they were on their way 	1	6	blistering hot;in the sky	
1	6	1	7	to Old Orchard Beach 	0	NaN		
1	6	1	8	in Maine. 	1	9	in maine	
1	6	1	9	Once arriving and walking from the parking lot, 	0	NaN		
1	6	1	10	they spotted the crystal clear water 	0	NaN		
1	6	1	11	that faded into a deep blue on the horizon.	0	NaN		
1	6	1	12	The beach was swarming with people. 	1	10	The beach was swarming with people	
1	6	1	13	Some on yellow, orange, white, and pink towels, 	0	NaN		
1	6	1	14	while others were seen stretched out on lounge chairs 	0	NaN		
1	6	1	15	with broad-brimmed hats 	0	NaN		
1	6	1	16	shading their eyes from the rays of the sun. 	0	NaN		
1	6	1	17	Children were decorating sandcastles with smooth, round seashells, 	0	NaN		
1	6	1	18	and Kaylie decided to stretch out on her towel 	1	11	Kaylie decided to go lie down on a towel 	
1	6	1	19	in the sand for a quick nap 	0	NaN		
1	6	1	20	while Rachel went to cool off in the ocean. 	1	12	while Rachel decided go cool off in the water. 	
1	6	1	21	The sun shined on the water, 	0	NaN		
1	6	1	22	causing it to look like a million little crystals. 	0	NaN		
1	6	1	23	Just before making it to the surf, 	0	NaN		
1	6	1	24	Rachel saw a little girl with freckles 	0	NaN		
1	6	1	25	in a light purple bathing suit 	0	NaN		
1	6	1	26	and little yellow floaties on her arms. 	0	NaN		
1	6	1	27	The girl darted in front of Rachel, 	1	13	Two children went by her a little girl 	
1	6	1	28	closely followed by a boy 	0	NaN		
1	6	1	29	in green swimming shorts. 	1	14	a boy in a green bathing suits	
1	6	1	30	Rachel smiled as she reminisced on memories of beach days 	0	NaN		
1	6	1	31	with her brothers. 	0	NaN		
1	6	1	32	After spending some time in the water, 	0	NaN		
1	6	1	33	she looked up and	0	NaN		
1	6	1	34	saw four teenagers 	0	NaN		
1	6	1	35	flying colorful paragliders. 	0	NaN		
1	6	1	36	She thought to herself that the day was truly perfect, 	1	15	This really is a perfect day she thought	
1	6	1	37	and all anxieties from her daily life were absent for a while. 	1	16	All her anxieties washed away and she felt peaceful. 	
1	6	1	38	She closed her eyes for a few seconds to savor the moment 	0	NaN		
1	6	1	39	before going to lie down next to Kaylie 	1	17	She then went to go lie down with kaylie 	
1	6	1	40	in the warm sand.	0	NaN		
1	6	2	1	It was a hot, sunny day 	1	1	It was a hot sunny day 	
1	6	2	2	and Kaylie and Rachel 	1	2	and Rachel and kaylie 	
1	6	2	3	decided to take advantage of their off day 	1	3	decided to take advantage of their day off from work	
1	6	2	4	and take a trip to the beach. 	1	4	They decided to drive down to 	
1	6	2	5	The sun was an optimistic yellow pellet, 	1	7	The sun was a;optimistic pellet 	
1	6	2	6	blistering in the sky as they were on their way 	1	8;10	blistering;in the sky	
1	6	2	7	to Old Orchard Beach 	1	5	old orchard beach 	
1	6	2	8	in Maine. 	1	6	in maine	
1	6	2	9	Once arriving and walking from the parking lot, 	0	NaN		
1	6	2	10	they spotted the crystal clear water 	0	NaN		
1	6	2	11	that faded into a deep blue on the horizon.	0	NaN		
1	6	2	12	The beach was swarming with people. 	1	11	People swarmed everywhere	
1	6	2	13	Some on yellow, orange, white, and pink towels, 	1	12	They laid on pink, yellow, orange and white towels 	
1	6	2	14	while others were seen stretched out on lounge chairs 	1	13	while other laid on lawn chairs 	
1	6	2	15	with broad-brimmed hats 	0	NaN		
1	6	2	16	shading their eyes from the rays of the sun. 	1	14	and shielding them from the sun. 	
1	6	2	17	Children were decorating sandcastles with smooth, round seashells, 	1	15	Children ran around making sand castle with smooth shells	
1	6	2	18	and Kaylie decided to stretch out on her towel 	1	16	Kaylie went to lie down on a towel 	
1	6	2	19	in the sand for a quick nap 	0	NaN		
1	6	2	20	while Rachel went to cool off in the ocean. 	1	17	and Rachel went to cool off in the water	
1	6	2	21	The sun shined on the water, 	1	18	The sun was shining on the water 	
1	6	2	22	causing it to look like a million little crystals. 	0	NaN		
1	6	2	23	Just before making it to the surf, 	0	NaN		
1	6	2	24	Rachel saw a little girl with freckles 	0	NaN		
1	6	2	25	in a light purple bathing suit 	1	20	in a little purple bathing suit 	
1	6	2	26	and little yellow floaties on her arms. 	1	21	with yellow floaties	
1	6	2	27	The girl darted in front of Rachel, 	1	19	A young girl ran past 	
1	6	2	28	closely followed by a boy 	1	22	a boy was chasing her 	
1	6	2	29	in green swimming shorts. 	1	23	in a green bathing suit	
1	6	2	30	Rachel smiled as she reminisced on memories of beach days 	1	24	It reminded Rachel of the days when she used to go to the beach 	
1	6	2	31	with her brothers. 	1	25	with her brothers	
1	6	2	32	After spending some time in the water, 	0	NaN		
1	6	2	33	she looked up and	0	NaN		
1	6	2	34	saw four teenagers 	0	NaN		
1	6	2	35	flying colorful paragliders. 	0	NaN		
1	6	2	36	She thought to herself that the day was truly perfect, 	1	27	It really was a perfect day.	
1	6	2	37	and all anxieties from her daily life were absent for a while. 	1	26	She smiled she was absent of all anxieties at least for a little while. 	
1	6	2	38	She closed her eyes for a few seconds to savor the moment 	0	NaN		
1	6	2	39	before going to lie down next to Kaylie 	0	NaN		
1	6	2	40	in the warm sand.	0	NaN		
1	6	3	1	It was a hot, sunny day 	0	NaN		
1	6	3	2	and Kaylie and Rachel 	0	NaN		
1	6	3	3	decided to take advantage of their off day 	1	1	had a day off work 	
1	6	3	4	and take a trip to the beach. 	1	2	so they decided to go down to the beach 	
1	6	3	5	The sun was an optimistic yellow pellet, 	0	NaN		
1	6	3	6	blistering in the sky as they were on their way 	1	4	The sun was blistering yellow ball in the sky	
1	6	3	7	to Old Orchard Beach 	0	NaN		
1	6	3	8	in Maine. 	1	3	in Maine	
1	6	3	9	Once arriving and walking from the parking lot, 	0	NaN		
1	6	3	10	they spotted the crystal clear water 	0	NaN		
1	6	3	11	that faded into a deep blue on the horizon.	0	NaN		
1	6	3	12	The beach was swarming with people. 	1	5	There were people all around 	
1	6	3	13	Some on yellow, orange, white, and pink towels, 	0	NaN		
1	6	3	14	while others were seen stretched out on lounge chairs 	0	NaN		
1	6	3	15	with broad-brimmed hats 	0	NaN		
1	6	3	16	shading their eyes from the rays of the sun. 	0	NaN		
1	6	3	17	Children were decorating sandcastles with smooth, round seashells, 	0	NaN		
1	6	3	18	and Kaylie decided to stretch out on her towel 	0	NaN		
1	6	3	19	in the sand for a quick nap 	0	NaN		
1	6	3	20	while Rachel went to cool off in the ocean. 	1	6	Eventually Rachel decides to go down to the water to cool off. 	
1	6	3	21	The sun shined on the water, 	0	NaN		
1	6	3	22	causing it to look like a million little crystals. 	0	NaN		
1	6	3	23	Just before making it to the surf, 	0	NaN		
1	6	3	24	Rachel saw a little girl with freckles 	0	NaN		
1	6	3	25	in a light purple bathing suit 	1	9	in a purple bathing suit	
1	6	3	26	and little yellow floaties on her arms. 	1	8	with yellow floaties 	
1	6	3	27	The girl darted in front of Rachel, 	0	NaN		
1	6	3	28	closely followed by a boy 	1	7	She sees a little boy chasing a little girl around 	
1	6	3	29	in green swimming shorts. 	0	NaN		
1	6	3	30	Rachel smiled as she reminisced on memories of beach days 	0	NaN		
1	6	3	31	with her brothers. 	1	10	and used to play with her brother	
1	6	3	32	After spending some time in the water, 	0	NaN		
1	6	3	33	she looked up and	0	NaN		
1	6	3	34	saw four teenagers 	0	NaN		
1	6	3	35	flying colorful paragliders. 	0	NaN		
1	6	3	36	She thought to herself that the day was truly perfect, 	1	12	Rachel comments on how beautiful the day is 	
1	6	3	37	and all anxieties from her daily life were absent for a while. 	1	13	and is purely relaxed for the first time in a while	
1	6	3	38	She closed her eyes for a few seconds to savor the moment 	0	NaN		
1	6	3	39	before going to lie down next to Kaylie 	1	11	After cooling off she goes back to lay out with her friend	
1	6	3	40	in the warm sand.	0	NaN		
