	subject	list	trial_type	position	item	text	span	scheme	story	trial
732	22	34	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
733	22	34	recall	1	0	It was a hot and sunny summer day so Kaylie and Rachael decided to head to the beach to enjoy it and relax.	[0, 107]	baseline	Beach	2
734	22	34	recall	2	1	On the way to the beach, the sun was shining golden yellow pellets of rays.	[107, 182]	baseline	Beach	2
735	22	34	recall	3	2	After arriving at the beach and walking through the parking lot they came upon the beautiful sand and crystal clear water that faded into blue.	[182, 325]	baseline	Beach	2
736	22	34	recall	4	3	The beach was swarming with people both in the water and on shore.	[325, 391]	baseline	Beach	2
737	22	34	recall	5	4	There were people relaxing on yellow, orange and pink towels in the sand and others lounging in beach chairs with broad-brimmed hats covering their eyes from the sun.	[391, 557]	baseline	Beach	2
738	22	34	recall	6	5	Children were making sand castles decorated with smooth seashells.	[557, 623]	baseline	Beach	2
739	22	34	recall	7	7	On her way to the water a little girl with freckles and yellow floaties darted in front of her closely followed by a little boy in green swimming shorts.	[742, 895]	baseline	Beach	2
740	22	34	recall	8	9	This reminded Kaylie of beach days as a child with her brothers.	[895, 959]	baseline	Beach	2
741	22	34	recall	9	10	She looked back up towards the sand and noticed a group of teenagers flying colorful paragliders.	[981, 1078]	baseline	Beach	2
742	22	34	recall	10	11	She thought the day was beautiful, perfect, and a relaxing break from the anxieties of her daily life.	[1078, 1180]	baseline	Beach	2
743	22	34	recall	11	12	She then headed back up to the sand to relax and join her friend Rachael.	[1180, 1253]	baseline	Beach	2
744	2	35	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	1
745	2	35	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	1
746	2	35	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	1
747	2	35	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	1
748	2	35	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	1
749	2	35	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	1
750	2	35	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	1
751	2	35	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	1
752	2	35	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	1
753	2	35	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	1
754	2	35	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	1
755	2	35	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	1
756	2	35	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	1
757	2	35	recall	1	0	It was a hot, sunny day when Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 119]	baseline	Beach	1
758	2	35	recall	2	1	The sun was a blistering, yellow pellet in the sky as the girls drove to Old Orchard Beach in Maine.	[119, 219]	baseline	Beach	1
759	2	35	recall	3	2	The girls saw the crystal clear water turn to deep blue at the horizon as they from the parking lot.	[219, 319]	baseline	Beach	1
760	2	35	recall	4	3	The beach was swarming with people.	[319, 354]	baseline	Beach	1
761	2	35	recall	5	4	Some people were laying on yellow, orange, white, and pink towels while others could be seen stretching out on chairs.	[354, 472]	baseline	Beach	1
762	2	35	recall	6	6	The sun bounced off the water making it look like a million, tiny crystals.	[603, 678]	baseline	Beach	1
763	2	35	recall	7	7	Just as Rachel got to the water, a girl with freckles in a purple swimming suit and yellow floaties ran in front of her.	[678, 798]	baseline	Beach	1
764	2	35	recall	8	8	Her brother, wearing green swim trunks, chased her into the waves.	[798, 864]	baseline	Beach	1
765	2	35	recall	9	9	She reminisced on the her childhood days of playing with her brothers at the beach.	[864, 947]	baseline	Beach	1
766	2	35	recall	10	10	As she was leaving the water, she saw four teenagers flying colorful paragliders.	[947, 1028]	baseline	Beach	1
767	2	35	recall	11	11	All of her daily anxieties disappeared for this day.	[1028, 1080]	baseline	Beach	1
768	2	35	recall	12	12	She decided the moment was perfect and closed her eyes to savor the moment before walking up the beach to lay next to Kaylie in the warm sand.	[1080, 1222]	baseline	Beach	1
769	2	36	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
770	2	36	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	2
771	2	36	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	2
772	2	36	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	2
773	2	36	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	2
774	2	36	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	2
775	2	36	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	2
776	2	36	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	2
777	2	36	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	2
778	2	36	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	2
779	2	36	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	2
780	2	36	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	2
781	2	36	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
782	2	36	recall	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
783	2	36	recall	2	1	The sun was an optimistic, yellow pellet blistering in the sky as they were making their way to Old Orchard Beach in Maine.	[118, 241]	baseline	Beach	2
784	2	36	recall	3	2	As the girls were walking from the lot to the beach, they saw the crystal clear water fading into a deep blue on the horizon.	[241, 366]	baseline	Beach	2
785	2	36	recall	4	3	The beach was swarming with people.	[366, 401]	baseline	Beach	2
786	2	36	recall	5	4	Some were laying orange, yellow, white, and pink towels, while others could be seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[401, 584]	baseline	Beach	2
787	2	36	recall	6	5	There were children decorating sand castles with round sea shells as Rachel decided to spread her towel on the sand and take a quick nap and Kaylie decided to cool off in the water.	[584, 765]	baseline	Beach	2
788	2	36	recall	7	6	The light shone on the water, causing it to look like a million crystals.	[765, 838]	baseline	Beach	2
789	2	36	recall	8	7	Just before Rachel reached the surf, a little freckled girl with a light purple bathing suit with small yellow floaties darted in front of her closely followed by a little boy in green swimming shorts.	[838, 1039]	baseline	Beach	2
790	2	36	recall	9	9	Rachel smiled reminiscing on beach days with her brothers.	[1039, 1097]	baseline	Beach	2
791	2	36	recall	10	10	After cooling off in the water for a while, Rachel looked up to see four teenagers flying colorful paragliders.	[1097, 1208]	baseline	Beach	2
792	2	36	recall	11	11	Rachel decided the day was truly perfect, and all the anxieties from her daily life were gone.	[1208, 1302]	baseline	Beach	2
793	2	36	recall	12	12	She closed her eyes and savored the moment before going back to lay next to Kaylie in the warm sand.	[1302, 1402]	baseline	Beach	2
794	2	37	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	3
795	2	37	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	3
796	2	37	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	3
797	2	37	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	3
798	2	37	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	3
799	2	37	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	3
800	2	37	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	3
801	2	37	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	3
802	2	37	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	3
803	2	37	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	3
804	2	37	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	3
805	2	37	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	3
806	2	37	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	3
807	2	37	recall	1	0	Two girl friends had a day off of work so they decided to take a trip and spend it at the beach!	[0, 96]	baseline	Beach	3
808	2	37	recall	2	1	The sun was a bright shining yellow ball in the sky when they took off for the beach.	[96, 181]	baseline	Beach	3
809	2	37	recall	3	2	When they were walking out of the parking lot, they saw the crystal blue water shining up at them.	[229, 327]	baseline	Beach	3
810	2	37	recall	4	7	When they made it to the beach, they saw that it was full of sunbathers with yellow, orange, and pink towels.	[327, 436]	baseline	Beach	3
811	2	37	recall	5	5	One girl decided to lay down her towel and take a quick nap in the warm sand.	[436, 513]	baseline	Beach	3
812	2	37	recall	6	9	She smiled and reminisced on the days that she spent at the beach with her brothers.	[784, 868]	baseline	Beach	3
813	2	37	recall	7	10	She waded out into the water and spent a few minutes reflecting.	[868, 932]	baseline	Beach	3
814	2	37	recall	8	11	"She thought, ""this really is the perfect day""."	[993, 1039]	baseline	Beach	3
815	3	38	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	1
816	3	38	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	1
817	3	38	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	1
818	3	38	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	1
819	3	38	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	1
820	3	38	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	1
821	3	38	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	1
822	3	38	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	1
823	3	38	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	1
824	3	38	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	1
825	3	38	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	1
826	3	38	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	1
827	3	38	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	1
828	3	38	recall	1	0	It was a hot sunny day and Kaylie and Rachel decided to take advantage of their off day and go to the beach.	[0, 108]	baseline	Beach	1
829	3	38	recall	2	1	The sun was an optimistic yellow pellet, blistering in the sky above as Kaylie and Rachel drove to Old Orchard Beach in Maine.	[108, 234]	baseline	Beach	1
830	3	38	recall	3	4	Some on yellow, orange, pink, and white towels while others were on lounge chairs, hats sheltering their faces from the run.	[310, 434]	baseline	Beach	1
831	3	38	recall	4	12	Rachel decided to lay down her towel and take a nap while Kaylie decided to go cool off in the ocean.	[434, 535]	baseline	Beach	1
832	3	38	recall	5	2	As Kaylie approached she smooth clear water that faded to blue in the horizon, she noticed the sun sparkling off the surface making it look like thousands of tiny crystals.	[535, 707]	baseline	Beach	1
833	3	38	recall	6	7	A girl in a little purple bathing suit with yellow floaties on her arms ran past her.	[707, 792]	baseline	Beach	1
834	3	38	recall	7	8	She was closely followed by a boy in green swim trunks.	[792, 847]	baseline	Beach	1
835	3	38	recall	8	9	Kaylie reminisced about earlier beach days spent with her brothers.	[847, 914]	baseline	Beach	1
836	3	38	recall	9	11	As she spotted a group of teenagers flying colorful paragliders she decided that this was truly a perfect day.	[914, 1024]	baseline	Beach	1
837	3	39	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
838	3	39	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	2
839	3	39	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	2
840	3	39	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	2
841	3	39	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	2
842	3	39	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	2
843	3	39	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	2
844	3	39	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	2
845	3	39	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	2
846	3	39	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	2
847	3	39	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	2
848	3	39	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	2
849	3	39	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
850	3	39	recall	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and go to the beach.	[0, 109]	baseline	Beach	2
851	3	39	recall	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they made their way to Old Orchard Beach in Maine.	[109, 225]	baseline	Beach	2
852	3	39	recall	3	2	Once they arrived and walked from the parking lot, they saw the crystal clear water which turned into a deep blue by the horizon.	[225, 354]	baseline	Beach	2
853	3	39	recall	4	3	The beach was swarming with people.	[354, 389]	baseline	Beach	2
854	3	39	recall	5	4	Some on yellow, orange, pink or white towels, while other were on lounge chairs with wide brimmed hats shielding their eyes from the sun's rays.	[389, 533]	baseline	Beach	2
855	3	39	recall	6	5	Children were making sand castles and decorating them with round sea shells.	[533, 609]	baseline	Beach	2
856	3	39	recall	7	6	The sun on the water made it look like a million little crystals.	[715, 780]	baseline	Beach	2
857	3	39	recall	8	7	Just as she was reaching the surf, Rachel spotted a little girl in a light purple bathing suit with yellow floaties on her arms.	[780, 908]	baseline	Beach	2
858	3	39	recall	9	8	She was closely followed by a boy in green swim trunks.	[908, 963]	baseline	Beach	2
859	3	39	recall	10	9	Rachel smiled as she reminisced about beach days with her brothers.	[963, 1030]	baseline	Beach	2
860	3	39	recall	11	10	After spending some time in the water, she saw some teenagers flying colorful paragliders.	[1030, 1120]	baseline	Beach	2
861	3	39	recall	12	11	She thought that today was truly a perfect day, and all her anxieties about daily life melted away for a while.	[1120, 1231]	baseline	Beach	2
862	3	39	recall	13	12	She closed her eyes for a few seconds to savor the moment before heading back to lie down beside Kaylie in the sand.	[1231, 1347]	baseline	Beach	2
863	3	40	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	3
864	3	40	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	3
865	3	40	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	3
866	3	40	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	3
867	3	40	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	3
868	3	40	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	3
869	3	40	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	3
870	3	40	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	3
871	3	40	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	3
872	3	40	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	3
873	3	40	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	3
874	3	40	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	3
875	3	40	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	3
876	3	40	recall	1	0	On their day off from work Kaylie and Rachel decided to go to the beach.	[0, 72]	baseline	Beach	3
877	3	40	recall	2	1	The sun was an optimistic yellow pellet in the sky as they drove.	[72, 137]	baseline	Beach	3
878	3	40	recall	3	2	They emerged from the parking lot and saw that the beach was crowded with people, some running around, others lying on pink, white, yellow and orange blankets.	[137, 296]	baseline	Beach	3
879	3	40	recall	4	5	Kaylie decided to lay on her towel in the sand nap.	[296, 347]	baseline	Beach	3
880	3	40	recall	5	12	Rachel decided to go to the water to cool off before joining her.	[347, 412]	baseline	Beach	3
881	3	40	recall	6	7	A little girl in a purple bathing suit ran by her, and a boy in green swim trunks followed.	[510, 601]	baseline	Beach	3
882	3	40	recall	7	9	Rachel smiled, remembering beach days with her own brothers.	[601, 661]	baseline	Beach	3
883	3	40	recall	8	10	As she walked into the water, she saw four teenagers flying colorful kites.	[661, 736]	baseline	Beach	3
884	3	40	recall	9	11	She thought this was truly a perfect day.	[736, 777]	baseline	Beach	3
885	4	41	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	1
886	4	41	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	1
887	4	41	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	1
888	4	41	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	1
889	4	41	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	1
890	4	41	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	1
891	4	41	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	1
892	4	41	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	1
893	4	41	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	1
894	4	41	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	1
895	4	41	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	1
896	4	41	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	1
897	4	41	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	1
898	4	41	recall	1	0	Kaylee and Rachel decided to take a trip to the beach in Maine.	[0, 63]	baseline	Beach	1
899	4	41	recall	2	2	The sun was like a yellow bullet piercing into the day.	[63, 118]	baseline	Beach	1
900	4	41	recall	3	4	People at the beach were using white, yellow, orange, and pink towels and it was a crowded day.	[118, 213]	baseline	Beach	1
901	4	41	recall	4	6	The sun shone onto the water, making it shine like a thousand crystals.	[284, 355]	baseline	Beach	1
902	4	41	recall	5	7	There was a little girl with freckles in a purple suit that was running into the water.	[355, 442]	baseline	Beach	1
903	4	41	recall	6	11	It reminded her of the times when her and her brother used to come to the beach as kids.	[470, 558]	baseline	Beach	1
904	4	41	recall	7	12	She closed her eyes to savor the moment before laying down to join Kaylee.	[601, 675]	baseline	Beach	1
905	4	42	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
906	4	42	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	2
907	4	42	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	2
908	4	42	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	2
909	4	42	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	2
910	4	42	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	2
911	4	42	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	2
912	4	42	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	2
913	4	42	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	2
914	4	42	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	2
915	4	42	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	2
916	4	42	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	2
917	4	42	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
918	4	42	recall	1	0	It was a warm, sunny day and Kaylee and Rachel decided to use their day off to go to the beach.	[0, 95]	baseline	Beach	2
919	4	42	recall	2	1	The sun was an optimistic yellow pellet shining on the day.	[95, 154]	baseline	Beach	2
920	4	42	recall	3	2	Rachel looked as the water turned from a crystal clear light blue to a darker blue further away.	[197, 293]	baseline	Beach	2
921	4	42	recall	4	4	The beach was swarming with people, some on yellow, orange, pink, and white beach towels.	[293, 382]	baseline	Beach	2
922	4	42	recall	5	5	Kaylee laid out her towel and decided to take a nap while Rachel decided to cool off in the ocean.	[382, 480]	baseline	Beach	2
923	4	42	recall	6	7	As Rachel was making her way to the reef, she saw a girl in a light purple bathing suit with freckles running toward the beach.	[480, 607]	baseline	Beach	2
924	4	42	recall	7	8	The girl passed by her followed by a young boy.	[607, 654]	baseline	Beach	2
925	4	42	recall	8	11	It reminded her of the times she had at the beach with her brother.	[654, 721]	baseline	Beach	2
926	4	42	recall	9	10	She then looked behind her to see four teenagers playing with kites.	[721, 789]	baseline	Beach	2
927	4	42	recall	10	12	She closed her eyes to take advantage of the feeling.	[887, 940]	baseline	Beach	2
928	4	43	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	3
929	4	43	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	3
930	4	43	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	3
931	4	43	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	3
932	4	43	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	3
933	4	43	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	3
934	4	43	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	3
935	4	43	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	3
936	4	43	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	3
937	4	43	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	3
938	4	43	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	3
939	4	43	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	3
940	4	43	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	3
941	4	43	recall	1	0	Rachel and Morgan had a day off from school.	[0, 44]	baseline	Beach	3
942	4	43	recall	2	4	When they got there, they noticed that people were laid out in yellow, orange, pink, and white towels.	[154, 256]	baseline	Beach	3
943	4	43	recall	3	2	The ocean blended into the sky and the sun was glistening over it.	[256, 322]	baseline	Beach	3
944	4	43	recall	4	7	As she approached the water, a little girl in a purple bathing suit ran by her followed by a little boy.	[447, 551]	baseline	Beach	3
