,subject,story,timeTest,serialPos,origText,recalled,posRec,recText,Observations,Unnamed: 9
354,9,3,3,29,"Eventually, he drifted into the approach corridor of Long Beach airport, ",0,,,,
355,9,3,3,30,disrupting air traffic. ,0,,,,
356,9,3,3,31,Imagine for a moment what that must have looked like to the folks waiting for clearance to land: ,0,,,,
357,9,3,3,32,"a man in a lawn chair with a gun, ",0,,,,
358,9,3,3,33,some three miles above the ground. ,0,,,,
359,9,3,3,34,"He did finally touch down safely, ",0,,,,
360,9,3,3,35,though not before getting tangled in some power lines ,0,,,,
361,9,3,3,36,and knocking out power in the entire Long Beach area. ,0,,,,
362,9,3,3,37,"It goes without saying that Larry, upon touchdown, was arrested. ",0,,,,
363,9,3,3,38,Seems the FAA took umbrage with his violation of restricted airspace.,0,,,,
364,9,3,3,39,"But by the time they nabbed him, the story had spread, ",0,,,,
365,9,3,3,40,and a few crack reporters witnessed his arrest. ,0,,,,
366,9,3,3,41,One of those reporters asked why he'd done it. ,0,,,,
367,9,3,3,42,Larry's response? ,0,,,,
368,9,3,3,43,"""A man can't just sit around.""",0,,,,
369,9,4,1,1,"At breakfast, ",1,1,Every morning at breakfast,,
370,9,4,1,2,my cat Susie,1,2,my cat Susie ,,
371,9,4,1,3,sits on the deck of the pool,0,,,,
372,9,4,1,4,outside the glass doors to the kitchen.  ,0,,,,
373,9,4,1,5,"Bang, bang.  ",1,3,"Bang, bang",,
374,9,4,1,6,She hits the door with her paw.,0,,,,
375,9,4,1,7,"This means “Ryan, feed me” in Susie’s special language.  ",0,,,,
376,9,4,1,8,I get up from my chair and feed her. ,0,,,,
377,9,4,1,9,"I know this, because I know everything about her",1,4,"I know this, because I know everything about Susie and what she does",,
378,9,4,1,10,or at least I think I do. ,0,,,,
379,9,4,1,11,"For the life of me, I do not know where Susie goes at noon.",1,5,"I cannot, for the life of me, figure out where Susie goes at noon every day. ",,
380,9,4,1,12,"At eleven-thirty Saturday morning, ",1,6,One Saturday at eleven-thirty ,changed 11:30 to eleven-thirty,
381,9,4,1,13,I notice Susie is not at home. ,1,7,I notice that Susie is not around. ,,
382,9,4,1,14,Where did she go? ,0,,,,
383,9,4,1,15,Then I spot her trotting down the street towards town. ,1,8,Then I see her leaving the house heading toward town,,
384,9,4,1,16,I quickly follow. ,0,,,,
385,9,4,1,17,Susie has turned the corner and is walking down the block towards the traffic light. ,0,,,,
386,9,4,1,18,"She passes the corner store and walks behind the small strip mall, ",0,,,,
387,9,4,1,19,I start thinking that I know where she is going.,1,9,Suddenly I think I know where Susie is going. ,,
388,9,4,1,20,"Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  ",0,,,,
389,9,4,1,21,I see that Susie has joined several of her cat colleagues.  ,1,10,"I watch as Susie approaches this building, followed by several of her cat colleagues. ",,
390,9,4,1,22,"Mr. Johnston comes out of the back door, carrying several black trash bags.  ",1,11,The owner of the fish market walks outside holding several trash bags in hand. ,,
391,9,4,1,23,"He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  ",0,,,,
392,9,4,1,24,He scatters these on the ground and watches the cats pounce on them.  ,1,12,"He looks at the cats, and scatters a bags worth of fish-heads on the ground in front of them",,
393,9,4,1,25,He spies me lurking by the corner of the strip mall.,0,,,,
394,9,4,1,26,"“Hi Ryan,” he calls in his thick Brooklyn accent. ",1,14,"The owner greets me in his thick Brooklyn accent, ",,
395,9,4,1,27,"“So this is where Susie comes at noon,” I say, walking towards him. ",1,13,“So this is where Susie goes every day at noon!” ,,
396,9,4,1,28,Mr. Johnston laughs.,0,,,,
397,9,4,1,29,“Yep.  All the cats come to visit me at noon.  ,0,,,,
398,9,4,1,30,"They used to tear up my garbage, ",0,,,,
399,9,4,1,31,so now I just put the fish heads on the ground for them. ,0,,,,
400,9,4,1,32,Is that your cat?” ,1,15,"“which one of these is yours, Ryan?” ",,
401,9,4,1,33,Susie ignores me.  ,1,17,she pays no attention ,,
402,9,4,1,34,The fish head is more interesting at the moment. ,1,16,but the fishhead is more interesting than me,,
403,9,4,1,35,"“Yes, that’s my Susie,” I say. ",0,,,,
404,9,4,1,36,"“She’s here every day,” says Mr. Johnston ",0,,,,
405,9,4,1,37,before walking back inside the store. ,0,,,,
406,9,4,1,38,"I wait until Susie finishes her fish head, ",0,,,,
407,9,4,1,39,and we walk home together.,0,,,,
408,9,4,2,1,"At breakfast, ",1,1,At breakfast,,
409,9,4,2,2,my cat Susie,1,2,my cat Susie ,,
410,9,4,2,3,sits on the deck of the pool,1,3,lounges on the deck by the pool ,,
411,9,4,2,4,outside the glass doors to the kitchen.  ,0,,,,
412,9,4,2,5,"Bang, bang.  ",1,4,Bang bang,,
413,9,4,2,6,She hits the door with her paw.,1,5,She uses her paw to knock on the glass door,,
414,9,4,2,7,"This means “Ryan, feed me” in Susie’s special language.  ",1,6,"This means “Ryan, feed me,” in Susie’s Special Language",,
415,9,4,2,8,I get up from my chair and feed her. ,1,7,I get up and feed her. ,,
416,9,4,2,9,"I know this, because I know everything about her",1,8,"I know this is what she wants because I know everything about her, ",,
417,9,4,2,10,or at least I think I do. ,1,9,or at least I think I do,,
418,9,4,2,11,"For the life of me, I do not know where Susie goes at noon.",1,10,I cannot for the life of me figure out where Susie goes at noon. ,,
419,9,4,2,12,"At eleven-thirty Saturday morning, ",0,,,,
420,9,4,2,13,I notice Susie is not at home. ,1,11,I notice that Susie is not around the house,,
421,9,4,2,14,Where did she go? ,1,12,Where does she go? ,,
422,9,4,2,15,Then I spot her trotting down the street towards town. ,1,13,I then see her trotting toward town,,
423,9,4,2,16,I quickly follow. ,1,14,so I quickly follow. ,,
424,9,4,2,17,Susie has turned the corner and is walking down the block towards the traffic light. ,1,15,She turns the corner and goes past the stoplight and store,,
425,9,4,2,18,"She passes the corner store and walks behind the small strip mall, ",0,,,,
426,9,4,2,19,I start thinking that I know where she is going.,1,16,I begin to have an idea of where she could be going. ,,
427,9,4,2,20,"Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  ",1,17,Mr. Johnson’s Fresh Fish Market is in a white building at the back of the strip mall. ,,
428,9,4,2,21,I see that Susie has joined several of her cat colleagues.  ,1,18,I see Susie has joined several of her colleagues there. ,,
429,9,4,2,22,"Mr. Johnston comes out of the back door, carrying several black trash bags.  ",1,19,Mr. Johnson walks out with several black garbage bags in hand,,
430,9,4,2,23,"He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  ",1,20,He then pulls out a clear bag full of fish heads and,,
431,9,4,2,24,He scatters these on the ground and watches the cats pounce on them.  ,1,21,"looking at the cats lined up outside, spreads them out on the ground in front of them",,
432,9,4,2,25,He spies me lurking by the corner of the strip mall.,1,22,He see’s me lurking around the corner. ,,
433,9,4,2,26,"“Hi Ryan,” he calls in his thick Brooklyn accent. ",1,23,"“Hi Ryan,” he said in his thick Brooklyn accent",,
434,9,4,2,27,"“So this is where Susie comes at noon,” I say, walking towards him. ",1,24,"“So this is where Susie goes everyday at noon,” I say",,
435,9,4,2,28,Mr. Johnston laughs.,0,,,,
436,9,4,2,29,“Yep.  All the cats come to visit me at noon.  ,0,,,,
437,9,4,2,30,"They used to tear up my garbage, ",0,,,,
438,9,4,2,31,so now I just put the fish heads on the ground for them. ,0,,,,
439,9,4,2,32,Is that your cat?” ,0,,,,
440,9,4,2,33,Susie ignores me.  ,0,,,,
441,9,4,2,34,The fish head is more interesting at the moment. ,0,,,,
442,9,4,2,35,"“Yes, that’s my Susie,” I say. ",0,,,,
443,9,4,2,36,"“She’s here every day,” says Mr. Johnston ",0,,,,
444,9,4,2,37,before walking back inside the store. ,0,,,,
445,9,4,2,38,"I wait until Susie finishes her fish head, ",0,,,,
446,9,4,2,39,and we walk home together.,0,,,,
447,9,4,3,1,"At breakfast, ",1,1, breakfast,,
448,9,4,3,2,my cat Susie,1,2,my cat Susie ,,
449,9,4,3,3,sits on the deck of the pool,0,,,,
450,9,4,3,4,outside the glass doors to the kitchen.  ,0,,,,
451,9,4,3,5,"Bang, bang.  ",0,,,,
452,9,4,3,6,She hits the door with her paw.,0,,,,
453,9,4,3,7,"This means “Ryan, feed me” in Susie’s special language.  ",1,3,"This means “let me outside,” in Susie’s special language. ",,
454,9,4,3,8,I get up from my chair and feed her. ,0,,,,
455,9,4,3,9,"I know this, because I know everything about her",1,4,I know this because I know everything about Susie,,
456,9,4,3,10,or at least I think I do. ,0,,,,
457,9,4,3,11,"For the life of me, I do not know where Susie goes at noon.",1,5,I can’t for the life of me figure out where Susie goes everyday at noon. ,,
458,9,4,3,12,"At eleven-thirty Saturday morning, ",0,,,,
459,9,4,3,13,I notice Susie is not at home. ,1,6,Susie is nowhere to be found. ,,
460,9,4,3,14,Where did she go? ,0,,,,
461,9,4,3,15,Then I spot her trotting down the street towards town. ,1,7,"Then I see her, trotting out of the house and towards town. ",,
462,9,4,3,16,I quickly follow. ,0,,,,
463,9,4,3,17,Susie has turned the corner and is walking down the block towards the traffic light. ,0,,,,
464,9,4,3,18,"She passes the corner store and walks behind the small strip mall, ",0,,,,
465,9,4,3,19,I start thinking that I know where she is going.,1,8,"Suddenly, I begin to get an idea of where Susie may be going. ",,
466,9,4,3,20,"Mr. Johnston’s Fresh Fish Market is in a small, white building at the back of the strip mall.  ",1,9,"The fish market is housed at the back of the strip mall, in an all white building. ",,
467,9,4,3,21,I see that Susie has joined several of her cat colleagues.  ,0,,,,
468,9,4,3,22,"Mr. Johnston comes out of the back door, carrying several black trash bags.  ",1,10,"The owner walks out, putting several black trashbags ",,
469,9,4,3,23,"He piles them into the dumpster, and then pulls out a small, clear plastic bag full of fish heads.  ",1,11,"in the nearby dumpster. He then takes out a smaller, clear bag full of fish heads ",,
470,9,4,3,24,He scatters these on the ground and watches the cats pounce on them.  ,1,12,begins to spread them out among the cats. ,,
471,9,4,3,25,He spies me lurking by the corner of the strip mall.,1,13,He sees me peaking around the corner watching this interaction ,,
472,9,4,3,26,"“Hi Ryan,” he calls in his thick Brooklyn accent. ",1,14,says hello in his thick Brooklyn accent. ,,
473,9,4,3,27,"“So this is where Susie comes at noon,” I say, walking towards him. ",0,,,,
474,9,4,3,28,Mr. Johnston laughs.,1,16,"He laughs, ",,
475,9,4,3,29,“Yep.  All the cats come to visit me at noon.  ,0,,,,
476,9,4,3,30,"They used to tear up my garbage, ",0,,,,
477,9,4,3,31,so now I just put the fish heads on the ground for them. ,0,,,,
478,9,4,3,32,Is that your cat?” ,0,,,miscounted in orig data excluded here,
479,9,4,3,33,Susie ignores me.  ,1,15,who ignores me ,not counted in orig data counted here,
480,9,4,3,34,The fish head is more interesting at the moment. ,0,,,,
481,9,4,3,35,"“Yes, that’s my Susie,” I say. ",0,,,,
482,9,4,3,36,"“She’s here every day,” says Mr. Johnston ",0,,,,
483,9,4,3,37,before walking back inside the store. ,0,,,,
484,9,4,3,38,"I wait until Susie finishes her fish head, ",0,,,,
485,9,4,3,39,and we walk home together.,0,,,,
486,9,5,1,1,"You can say all you want about the thick fogs in England, ",1,1,"You can say all you want about the thick fogs of England, ",,
487,9,5,1,2,"but I'm telling you now, ",1,2,but I’m telling you now,,
488,9,5,1,3,"sure as I'm standing here, ",1,3,sure as I’m standing here,,
489,9,5,1,4,that England's fogs don't hold a candle to the thick fogs that roll in ,1,4, the fogs of England have nothing on the fogs right here ,,
490,9,5,1,5,over the Bay of Fundy ,1,5,in the Bay of Fundy ,,
491,9,5,1,6,here in Maine.,1,6,in Maine. ,,
492,9,5,1,7,The fog here gets so thick you can drive a nail into it ,1,7,They are so thick you can drive a nail into the fog ,,
493,9,5,1,8,and hang your hat on it. ,1,8,and hang a hat on it. ,,
494,9,5,1,9,It's the honest truth. ,0,,,,
495,9,5,1,10,My neighbor Dave ,0,,,,
496,9,5,1,11,"works a fishing boat, ",1,9,runs a fishing boat off the shore of Maine ,,
497,9,5,1,12,but he can't do any work when a Maine fog comes rolling into the bay. ,1,10,"and is unable to do work on days when the fog rolls in, ",,
498,9,5,1,13,He always saves up his chores for a foggy day. ,1,11,so he always saves his chores for those days,,
499,9,5,1,14,"One day, the fog came rolling in overnight,",1,12,"One day a few weeks ago, the fog rolled in overnight, ",,
500,9,5,1,15,and Dave knew there was no way he could go fishing that day. ,0,,,,
501,9,5,1,16,"He instead decided that his roof needs shingling, ",1,13,so he decided to re-shingle his roof. ,,
502,9,5,1,17,so he got started at the shingling right after breakfast,0,,,,
503,9,5,1,18,and didn't come down until dinner. ,1,14,"From dawn until dinnertime he worked on his roof, replacing all the shingles. ",,
504,9,5,1,19,"""Sarah, we sure do have a mighty long house,"" he told his wife ",0,,,,
505,9,5,1,20,over supper. ,1,15,Over dinner,,
506,9,5,1,21,"""It took me all day to shingle."" ",1,16,and how it had taken so long. ,,
507,9,5,1,22,"Well, Sarah knew right enough that they lived in a small house, ",1,17,"Now, his wife knew they had a little house, ",,
508,9,5,1,23,so she went outside to take a look. ,1,18,so she went outside to look at Dave’s work,,
509,9,5,1,24,"To her surprise, ",0,,,,
510,9,5,1,25,she discovered that Dave had shingled right past the edge of the roof ,1,19,only to see that he had shingled past the edge of the roof ,,
511,9,5,1,26,and out onto the fog!,1,20,right onto the fog! ,,
512,9,5,2,1,"You can say all you want about the thick fogs in England, ",1,1,You can say all you want to about the thick fogs of England,,
513,9,5,2,2,"but I'm telling you now, ",1,2,"but I’m telling you right now, ",,
514,9,5,2,3,"sure as I'm standing here, ",1,3,"sure as I’m standing here, ",,
515,9,5,2,4,that England's fogs don't hold a candle to the thick fogs that roll in ,1,4,they don’t hold a candle to the fogs that roll in ,,
516,9,5,2,5,over the Bay of Fundy ,1,5,over the Bay of Fundy ,,
517,9,5,2,6,here in Maine.,1,6,here in Maine. ,,
518,9,5,2,7,The fog here gets so thick you can drive a nail into it ,1,7,You can drive a nail into the fog ,,
519,9,5,2,8,and hang your hat on it. ,1,8,and hang a hat on it. ,,
520,9,5,2,9,It's the honest truth. ,1,9,It’s the honest truth. ,,
521,9,5,2,10,My neighbor Dave ,0,,,,
522,9,5,2,11,"works a fishing boat, ",1,10,owns a fishing boat,,
523,9,5,2,12,but he can't do any work when a Maine fog comes rolling into the bay. ,1,11,but cannot work when the Maine fog rolls in. ,,
524,9,5,2,13,He always saves up his chores for a foggy day. ,1,12,He saves all his chores for a foggy day,,
525,9,5,2,14,"One day, the fog came rolling in overnight,",1,13,"A few weeks ago, a fog rolled in overnight, ",,
526,9,5,2,15,and Dave knew there was no way he could go fishing that day. ,1,14,"and when he awoke, he decided that he would not be able to fish for the day ",,
527,9,5,2,16,"He instead decided that his roof needs shingling, ",1,15,and that his roof needed re-shingling. ,,
528,9,5,2,17,so he got started at the shingling right after breakfast,1,16,From breakfast ,,
529,9,5,2,18,and didn't come down until dinner. ,1,17,"until dinner, he was out on the roof shingling. ",,
530,9,5,2,19,"""Sarah, we sure do have a mighty long house,"" he told his wife ",1,18;20,"“My Sara,” he told his wife;“we sure do have a mighty long house",,
531,9,5,2,20,over supper. ,1,19,at dinner,,
532,9,5,2,21,"""It took me all day to shingle."" ",1,21,I was out there all day working on the roof.” ,,
533,9,5,2,22,"Well, Sarah knew right enough that they lived in a small house, ",1,22,"Now Sara knew, right enough, that they had a small house, ",,
534,9,5,2,23,so she went outside to take a look. ,1,23,so she went outside to look at his work,,
535,9,5,2,24,"To her surprise, ",0,,,,
536,9,5,2,25,she discovered that Dave had shingled right past the edge of the roof ,1,24,only to find that he had shingled past the edge of the roof ,,
537,9,5,2,26,and out onto the fog!,1,25,onto the fog!  ,,
538,9,5,3,1,"You can say all you want about the thick fogs in England, ",1,1,"I’ve heard the fog in England is bad, ",,
539,9,5,3,2,"but I'm telling you now, ",0,,,,
540,9,5,3,3,"sure as I'm standing here, ",1,4,"True as I’m standing here, ",,
541,9,5,3,4,that England's fogs don't hold a candle to the thick fogs that roll in ,1,2,there’s nothing that compares to the fog you can find off ,,
542,9,5,3,5,over the Bay of Fundy ,0,,,,
543,9,5,3,6,here in Maine.,1,3,the bay of Maine,,
544,9,5,3,7,The fog here gets so thick you can drive a nail into it ,0,,,,
545,9,5,3,8,and hang your hat on it. ,0,,,,
546,9,5,3,9,It's the honest truth. ,0,,,,
547,9,5,3,10,My neighbor Dave ,0,,,,
548,9,5,3,11,"works a fishing boat, ",1,5,"works as a fisherman out on the bay, ",,
549,9,5,3,12,but he can't do any work when a Maine fog comes rolling into the bay. ,0,,,,
550,9,5,3,13,He always saves up his chores for a foggy day. ,1,6,"and, when the fog rolls in, he usually takes the day off to work around the house",,
551,9,5,3,14,"One day, the fog came rolling in overnight,",1,7,"A couple of weeks ago, he woke up to fog so thick you couldn’t see a foot in front of you, ",,
552,9,5,3,15,and Dave knew there was no way he could go fishing that day. ,0,,,,
553,9,5,3,16,"He instead decided that his roof needs shingling, ",1,8,so he decided it would be a good day to re-shingle the house,,
554,9,5,3,17,so he got started at the shingling right after breakfast,1,9,"He stayed on the roof all day, from breakfast ",,
555,9,5,3,18,and didn't come down until dinner. ,1,10,"to dinner, putting up more shingles. ",,
556,9,5,3,19,"""Sarah, we sure do have a mighty long house,"" he told his wife ",0,,,,
557,9,5,3,20,over supper. ,1,11,At dinner,,
558,9,5,3,21,"""It took me all day to shingle."" ",1,12,I’ve been up there since sunrise shingling and just now finished.” ,,
559,9,5,3,22,"Well, Sarah knew right enough that they lived in a small house, ",1,13,"Now, his wife knew they had a little house",,
560,9,5,3,23,so she went outside to take a look. ,1,14, so she decided to go outside and look at his work,,
561,9,5,3,24,"To her surprise, ",0,,,,
562,9,5,3,25,she discovered that Dave had shingled right past the edge of the roof ,1,15,"Sure enough, she looked up, and her husband had continued shingling past the edge of the roof ",,
563,9,5,3,26,and out onto the fog!,1,16,and right onto the fog!,,
564,9,6,1,1,"It was a hot, sunny day ",1,1,"It was a hot, sunny day",,
565,9,6,1,2,and Kaylie and Rachel ,1,2,and Kaylie and Rachel ,,
566,9,6,1,3,decided to take advantage of their off day ,1,3,decided to take advantage of their day off ,,
567,9,6,1,4,and take a trip to the beach. ,1,4,to take a trip to the beach,,
568,9,6,1,5,"The sun was an optimistic yellow pellet, ",1,5,The sun was a yellow pellet overlooking the sky,,
569,9,6,1,6,blistering in the sky as they were on their way ,0,,,,
570,9,6,1,7,to Old Orchard Beach ,0,,,,
571,9,6,1,8,in Maine. ,0,,,,
572,9,6,1,9,"Once arriving and walking from the parking lot, ",0,,,,
573,9,6,1,10,they spotted the crystal clear water ,0,,,,
574,9,6,1,11,that faded into a deep blue on the horizon.,1,6,and the water darkened from a light blue at shore to dark blue at the horizon. ,,
575,9,6,1,12,The beach was swarming with people. ,1,7,"As they approached the beach, they saw that it was packed with people enjoying the day",,
576,9,6,1,13,"Some on yellow, orange, white, and pink towels, ",1,8,"People were laying on orange, yellow, pink, and white towels",,
577,9,6,1,14,while others were seen stretched out on lounge chairs ,0,,,,
578,9,6,1,15,with broad-brimmed hats ,0,,,,
579,9,6,1,16,shading their eyes from the rays of the sun. ,0,,,,
580,9,6,1,17,"Children were decorating sandcastles with smooth, round seashells, ",1,9,and children decorated sand-castles using smooth seashells. ,,
581,9,6,1,18,and Kaylie decided to stretch out on her towel ,1,10,Kaylie decided to lie on her towel ,,
582,9,6,1,19,in the sand for a quick nap ,1,11,and take a short nap,,
583,9,6,1,20,while Rachel went to cool off in the ocean. ,1,12,while Rachel went into the water to cool off. ,,
584,9,6,1,21,"The sun shined on the water, ",0,,,,
585,9,6,1,22,causing it to look like a million little crystals. ,0,,,,
586,9,6,1,23,"Just before making it to the surf, ",0,,,,
587,9,6,1,24,Rachel saw a little girl with freckles ,0,,,,
588,9,6,1,25,in a light purple bathing suit ,1,13,in a purple swimsuit ,,
589,9,6,1,26,and little yellow floaties on her arms. ,0,,,,
590,9,6,1,27,"The girl darted in front of Rachel, ",0,,,,
591,9,6,1,28,closely followed by a boy ,1,14,followed by a little boy ,,
592,9,6,1,29,in green swimming shorts. ,1,15,in a green swimsuit,,
593,9,6,1,30,Rachel smiled as she reminisced on memories of beach days ,1,16,She smiled and reminisced about days at the beach ,,
594,9,6,1,31,with her brothers. ,1,17,with her brothers,,
595,9,6,1,32,"After spending some time in the water, ",0,,,miscounted in orig data excluded here,
596,9,6,1,33,she looked up and,0,,,,
597,9,6,1,34,saw four teenagers ,0,,,,
598,9,6,1,35,flying colorful paragliders. ,0,,,,
599,9,6,1,36,"She thought to herself that the day was truly perfect, ",1,18,This simply felt like the perfect day,,
600,9,6,1,37,and all anxieties from her daily life were absent for a while. ,1,19,all of her anxieties were on hold for a while. ,,
601,9,6,1,38,She closed her eyes for a few seconds to savor the moment ,0,,,,
602,9,6,1,39,before going to lie down next to Kaylie ,1,20,Rachel exited the water and sat down next to Kaylie. ,,
603,9,6,1,40,in the warm sand.,0,,,,
604,9,6,2,1,"It was a hot, sunny day ",1,1,"It was a hot, sunny day",,
605,9,6,2,2,and Kaylie and Rachel ,1,2,and Kaylie and Rachel ,,
606,9,6,2,3,decided to take advantage of their off day ,1,3,decided to take advantage of their day off ,,
607,9,6,2,4,and take a trip to the beach. ,1,4,and take a trip to the beach,,
608,9,6,2,5,"The sun was an optimistic yellow pellet, ",1,5,The sun was an optimistic yellow pellet ,,
609,9,6,2,6,blistering in the sky as they were on their way ,1,6,blistering the sky as they traveled ,,
610,9,6,2,7,to Old Orchard Beach ,0,,,,
611,9,6,2,8,in Maine. ,1,7,Maine,,
612,9,6,2,9,"Once arriving and walking from the parking lot, ",1,8,As they parked the car and walked over to the beach,,
613,9,6,2,10,they spotted the crystal clear water ,1,9,they could see the clear water ,,
614,9,6,2,11,that faded into a deep blue on the horizon.,1,10,fading to a dark blue at the horizon,,
615,9,6,2,12,The beach was swarming with people. ,1,11,The beach was swarming. ,,
616,9,6,2,13,"Some on yellow, orange, white, and pink towels, ",1,12,"Some people were on yellow, orange, red, and white beach towels, ",,
617,9,6,2,14,while others were seen stretched out on lounge chairs ,1,13,while others were found in lounge chairs,,
618,9,6,2,15,with broad-brimmed hats ,1,14,donning wide-brimmed hats ,,
619,9,6,2,16,shading their eyes from the rays of the sun. ,1,15,to keep their faces out of the sun,,
620,9,6,2,17,"Children were decorating sandcastles with smooth, round seashells, ",1,16,"Children built sandcastles, decorating them with smooth seashells",,
621,9,6,2,18,and Kaylie decided to stretch out on her towel ,1,17,Kaylie decided to stretch out ,,
622,9,6,2,19,in the sand for a quick nap ,1,18,and take a nap on her towel,,
623,9,6,2,20,while Rachel went to cool off in the ocean. ,1,19,while Rachel went into the water to cool off. ,,
624,9,6,2,21,"The sun shined on the water, ",1,20,The sun reflected off of the water ,,
625,9,6,2,22,causing it to look like a million little crystals. ,1,21,to give the impression of a million tiny crystals. ,,
626,9,6,2,23,"Just before making it to the surf, ",0,,,,
627,9,6,2,24,Rachel saw a little girl with freckles ,1,22,a small freckle-faced girl ,,
628,9,6,2,25,in a light purple bathing suit ,1,23,in a purple swimsuit ,,
629,9,6,2,26,and little yellow floaties on her arms. ,1,24,and bright yellow floaties on her arms ,,
630,9,6,2,27,"The girl darted in front of Rachel, ",1,25,darted in front of her,,
631,9,6,2,28,closely followed by a boy ,1,26,quickly followed by a boy ,,
632,9,6,2,29,in green swimming shorts. ,1,27,in green swimming trunks,,
633,9,6,2,30,Rachel smiled as she reminisced on memories of beach days ,1,28,Rachel smiled and reminisced on beach days ,,
634,9,6,2,31,with her brothers. ,1,29,with her brothers in childhood,,
635,9,6,2,32,"After spending some time in the water, ",0,,,,
636,9,6,2,33,she looked up and,0,,,,
637,9,6,2,34,saw four teenagers ,1,30,to see four teenagers ,,
638,9,6,2,35,flying colorful paragliders. ,1,31,flying a paraglider,,
639,9,6,2,36,"She thought to herself that the day was truly perfect, ",1,32,"It truly is a perfect day, she thought to herself. ",,
640,9,6,2,37,and all anxieties from her daily life were absent for a while. ,1,33,All of her worries from everyday life seemed ,changed seemd to seemed,
641,9,6,2,38,She closed her eyes for a few seconds to savor the moment ,0,,,,
642,9,6,2,39,before going to lie down next to Kaylie ,0,,,,
643,9,6,2,40,in the warm sand.,0,,,,
644,9,6,3,1,"It was a hot, sunny day ",0,,,,
645,9,6,3,2,and Kaylie and Rachel ,0,,,,
646,9,6,3,3,decided to take advantage of their off day ,1,1,Because they had the day off work,,
647,9,6,3,4,and take a trip to the beach. ,1,2,decided to take a trip to the beach,,
648,9,6,3,5,"The sun was an optimistic yellow pellet, ",0,,,,
649,9,6,3,6,blistering in the sky as they were on their way ,0,,,,
650,9,6,3,7,to Old Orchard Beach ,0,,,,
651,9,6,3,8,in Maine. ,0,,,,
652,9,6,3,9,"Once arriving and walking from the parking lot, ",0,,,,
653,9,6,3,10,they spotted the crystal clear water ,0,,,,
654,9,6,3,11,that faded into a deep blue on the horizon.,0,,,,
655,9,6,3,12,The beach was swarming with people. ,1,4,they could see that the beach was crowded. ,,
656,9,6,3,13,"Some on yellow, orange, white, and pink towels, ",0,,,,
657,9,6,3,14,while others were seen stretched out on lounge chairs ,0,,,,
658,9,6,3,15,with broad-brimmed hats ,1,5,adults wearing wide-brimmed beach hats ,,
659,9,6,3,16,shading their eyes from the rays of the sun. ,0,,,,
660,9,6,3,17,"Children were decorating sandcastles with smooth, round seashells, ",0,,,,
661,9,6,3,18,and Kaylie decided to stretch out on her towel ,0,,,,
662,9,6,3,19,in the sand for a quick nap ,1,6,to take a nap on her towel,not counted in orig data counted here,
663,9,6,3,20,while Rachel went to cool off in the ocean. ,1,7,while Rachel got in the water. ,,
664,9,6,3,21,"The sun shined on the water, ",0,,,,
665,9,6,3,22,causing it to look like a million little crystals. ,0,,,,
666,9,6,3,23,"Just before making it to the surf, ",0,,,,
667,9,6,3,24,Rachel saw a little girl with freckles ,0,,,,
668,9,6,3,25,in a light purple bathing suit ,1,8,in a purple suit ,,
669,9,6,3,26,and little yellow floaties on her arms. ,0,,,,
670,9,6,3,27,"The girl darted in front of Rachel, ",0,,,,
671,9,6,3,28,closely followed by a boy ,1,9,followed by a boy ,,
672,9,6,3,29,in green swimming shorts. ,1,10,in green swimming trunks ,,
673,9,6,3,30,Rachel smiled as she reminisced on memories of beach days ,1,11,"Smiling at them, Rachel recalled trips to the beach as a kid ",,
674,9,6,3,31,with her brothers. ,1,12,with her older brothers. ,,
675,9,6,3,32,"After spending some time in the water, ",0,,,,
676,9,6,3,33,she looked up and,0,,,,
677,9,6,3,34,saw four teenagers ,0,,,,
678,9,6,3,35,flying colorful paragliders. ,0,,,,
679,9,6,3,36,"She thought to herself that the day was truly perfect, ",1,3,It was the perfect day,,
680,9,6,3,37,and all anxieties from her daily life were absent for a while. ,0,,,,
681,9,6,3,38,She closed her eyes for a few seconds to savor the moment ,0,,,,
682,9,6,3,39,before going to lie down next to Kaylie ,0,,,,
683,9,6,3,40,in the warm sand.,0,,,,
